facility_name,ward,subcounty,county,mfl_code,orgunitid,support_period,programs,mechanism_name,attribution_id
Liberty Maternity and Nursing Home,Kirimari Ward,Manyatta  Sub County,Embu County,12427,9566,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Kwa Ng'ang'a Medicare,Kamahuhu Ward,Muranga South Sub County,Muranga County,10651,7947,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Burnt Forest Medical Clinic,Tarakwa Ward,Kesses Sub County,Uasin Gishu County,16342,13154,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Ram Hospital,Kitutu central Ward,Kitutu Chache South Sub County,Kisii County,14028,8355,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Riziki Medical Clinic,Pongwe Kikoneni Ward,Lunga Lunga Sub County,Kwale County,21441,14399,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Watamu Maternity and Nursing Home,Watamu Ward,Kilifi North Sub County,Kilifi County,11896,11342,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Beberion Clinic,Nzoia Ward,Likuyani Sub County,Kakamega County,15807,17289,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Inuka Nursing Home,Ugunja Ward,Ugunja Sub County,Siaya County,20097,10055,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Masaba Hospital Kisumu,North west kisumu Ward,Kisumu West Sub County,Kisumu County,18414,6368,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Johpas Clinic,East gem Ward,Rangwe Sub County,Homa Bay County,13636,8449,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Gibea Medical Clinic,Biashara Ward,Nakuru East  Sub County,Nakuru County,20259,9523,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Reddys Medical Clinic,Sheywe Ward,Lurambi Sub County,Kakamega County,19357,17399,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Nyahururu Private Hospital,Igwamiti Ward,Laikipia West Sub County,Laikipia County,10891,9923,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Akemo Medical Clinic,Timbwani Ward,Likoni  Sub County,Mombasa County,17770,4751,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Reliable Medical Health Services,Umoja I Ward,Embakasi West Sub County,Nairobi County,21107,14248,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Voi Medical Centre,Mbololo Ward,Voi Sub County,Taita Taveta County,17704,9376,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Mt Zion Mission Medical Clinic,Motosiet Ward,Cherangany Sub County,Trans-Nzoia County,17568,4913,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Police Line Dispensary,Market Milimani Ward,Kisumu Central Sub County,Kisumu County,19869,6671,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Judy Medical Clinic,Miritini Ward,Jomvu  Sub County,Mombasa County,11442,9609,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Umoja Medical Clinic (Eldoret West),KIPLOMBE WARD,Turbo Sub County,Uasin Gishu County,15760,5871,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Gawa Medical Clinic,Kamenu Ward,Thika Town Sub County,Kiambu County,10240,7398,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Malaika Dispensary,Idakho north Ward,Ikolomani Sub County,Kakamega County,19622,9580,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Matongo Health Centre,Bokeira Ward,Nyamira North Sub County,Nyamira County,13791,9708,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Mwea County Medical Centre,Tebere Ward,Kirinyaga South Sub County,Kirinyaga County,19842,2061638,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Ebenezer Medical Clinic (Lari),Lari/kirenga Ward,Lari Sub County,Kiambu County,10158,3297,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Glory Health Clinic,Ngando Ward,Dagoretti South Sub County,Nairobi County,18613,3033,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Njoro (PCEA) Dispensary,Njoro Ward,Njoro  Sub County,Nakuru County,15357,9248,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
St Lucy Medical Clinic,Muguga Ward,Kabete Sub County,Kiambu County,17370,4222,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Alpha Family Health Care,Wamagana Ward,Tetu Sub County,Nyeri County,10022,5163,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Meditrust Health Care Services,Kadzandani Ward,Nyali  Sub County,Mombasa County,18040,9370,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Gazi Bay Medical Clinic,Kinondo Ward,Msambweni Sub County,Kwale County,19862,5897,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Zam Zam Medical Services,Ngong Ward,Kajiado North Sub County,Kajiado County,15787,5377,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Your Family Clinic,Bukhayo west Ward,Matayos Sub County,Busia County,16165,5517,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Jaggery Medical Clinic,Mihuu Ward,Webuye  East Sub County,Bungoma County,16709,1920,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Santa Maria  Medical Clinic (Kwale),Kubo South Ward,Matuga Sub County,Kwale County,17828,7439,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Genessaret Clinic,Upper savannah Ward,Embakasi East Sub County,Nairobi County,12949,17291,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Masinde Muliro University of Science and Technology Clinic,Mahiakalo Ward,Lurambi Sub County,Kakamega County,16764,13274,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Nimoli Medical Centre,Kasarani Ward,Kasarani  Sub County,Nairobi County,13125,7191,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Presbyterian Ttc Rubate Health Centre,Magumoni Ward,Chuka Sub County,Tharaka Nithi County,16233,11553,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Kariumba Medical Clinic,Kamakwa/mukaro Ward,Nyeri Central Sub County,Nyeri County,10501,4890,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Kima Mission Hospital,Emabungo Ward,Luanda Sub County,Vihiga County,15946,10067,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Khasoko Health Centre,Khasoko Ward,Bumula Sub County,Bungoma County,15935,10675,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Nyabikomu Dispensary,Kiabonyoru Ward,Borabu Sub County,Nyamira County,13860,9606,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Homabay Central Medical Clinic,Homa Bay Central Ward,Homa Bay Town Sub County,Homa Bay County,22305,2062156,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Jordan Medical Clinic,Mtopanga Ward,Kisauni  Sub County,Mombasa County,11439,6226,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
St. Teresa Medical Clinic St.,Karau Ward,Olkalou Sub County,Nyandarua County,21400,2690,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Garissa Nursing Home,Township Ward,Garissa Sub County,Garissa County,13345,17537,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Ukunda Medical Clinic,Ukunda Ward,Msambweni Sub County,Kwale County,16552,4451,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Tumaini Maternity and Nursing Home,Kikumbulyu South Ward,Kibwezi West  Sub County,Makueni County,17917,8456,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Ithare Medical Clinic,Kabare Ward,Kirinyaga East Sub County,Kirinyaga County,10358,8610,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Neema Medical,Kamahuhu Ward,Muranga South Sub County,Muranga County,10843,7881,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Bamburi Vikwatani  Medical Clinic,Mtopanga Ward,Kisauni  Sub County,Mombasa County,23043,7184,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
St Hillarias Medical Clinic,Chaani Ward,Changamwe Sub County,Mombasa County,11816,5914,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Jamia Medical Centre,Mumias Central Ward,Mumias West  Sub County,Kakamega County,15906,12732,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Gil Med Clinic,Igoji west Ward,Imenti South Sub County,Meru County,17960,4379,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Neema Medical Clinic,Bidii Ward,Kwanza  Sub County,Trans-Nzoia County,15329,5102,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Kiima Kiu Health Care Services Dispensary,Kiima Kiu/Kalanzoni Ward,Kilome Sub County,Makueni County,17443,10435,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
St Agnes Health Care Clinic,Bobasi chache Ward,Bobasi Sub County,Kisii County,20668,13665,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Oloibon Medical Centre,Syokimau/mulolongo Ward,Athi River Sub County,Machakos County,18257,14537,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Bujumba Dispensary,Marachi west Ward,Butula Sub County,Busia County,15816,5720,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Scion Healthcare Ltd,Kwa njenga Ward,Embakasi South Sub County,Nairobi County,19449,6626,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Solea Medical Clinic,Ng'araria Ward,Kandara Sub County,Muranga County,11016,12599,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Top care Subukia Medical center,Subukia Ward,Subukia  Sub County,Nakuru County,21143,13955,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Bodaki Medical Clinic,Gatina Ward,Dagoretti North Sub County,Nairobi County,18805,15003,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Korry Family Hospital,Khalaba Ward,Kanduyi Sub County,Bungoma County,21202,5680,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Kathathani Medical Clinic,Mugwe Ward,Chuka Sub County,Tharaka Nithi County,19992,11785,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Viebe Medical Clinic,Matisi Ward,Saboti  Sub County,Trans-Nzoia County,19667,2085919,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Mavoko Medical Clinic,Athi river Ward,Athi River Sub County,Machakos County,12494,6439,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Imani Medical Clinic (Kiambu West),Limuru Central Ward,Limuru Sub County,Kiambu County,10345,7343,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Nyanchwa Adventist Hospital,Kisii Central Ward,Nyaribari Chache  Sub County,Kisii County,13918,13923,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Focus Medical Clinic and Counselling Centre,Mwiki Ward,Ruiru Sub County,Kiambu County,10184,3728,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Nuru Health Care Centre,Shimo la tewa Ward,Kilifi South Sub County,Kilifi County,11719,5956,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
St.Lawrence Hospital,Homa Bay Central Ward,Homa Bay Town Sub County,Homa Bay County,21162,4833,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
AIC Litein Mission Hospital,Litein Ward,Bureti Sub County,Kericho County,14178,11680,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Tumaini Medial Clinic (Miriga Mieru West),Facility Issues,Kapkoros Dispensary,Facility Issues,16637,22965,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Lina Medical Services,Embakasi Ward,Embakasi East Sub County,Nairobi County,20406,12705,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Poneni Clinic,Timbwani Ward,Likoni  Sub County,Mombasa County,21886,293271,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Aberdare Medical Centre Ltd,Kangari Ward,Kigumo Sub County,Muranga County,21416,2527,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Corban Health care,Umoja I Ward,Embakasi West Sub County,Nairobi County,19439,3052,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Matangwe Community Health Centre,South Sakwa Ward,Bondo Sub County,Siaya County,13787,15249,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Leo Surgery,Ildamat Ward,Kajiado Central Sub County,Kajiado County,18538,4087,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
St Thomas Maternity Hospital,Timbwani Ward,Likoni  Sub County,Mombasa County,18435,9330,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Jumuia Friends Hospital Kaimosi,Shiru Ward,Hamisi Sub County,Vihiga County,15913,3622,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Romkan Medical Centre,Juja Ward,Juja Sub County,Kiambu County,21923,13642,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Susamed Medical Clinic,Kayole north Ward,Embakasi Central Sub County,Nairobi County,17686,17109,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Emmaus Medical Clinic,Kinyona Ward,Kigumo Sub County,Muranga County,10169,12643,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Jamii Medical Clinic (Mwala),Mbiuni Ward,Mwala Sub County,Machakos County,12108,3051,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Skans Health Care Centre,Mjambere Ward,Kisauni  Sub County,Mombasa County,11775,7385,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Joster Medical Clinic,Olkeri Ward,Kajiado North Sub County,Kajiado County,14600,4733,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Kwale Medical Centre,Tsimba Golini Ward,Matuga Sub County,Kwale County,21991,14406,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Dandora Medical Centre,Dandora area iv Ward,Embakasi North Sub County,Nairobi County,18220,14128,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Ash Community Clinic,Waitaluk Ward,Kiminini  Sub County,Trans-Nzoia County,18751,8986,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Cedar Medical Clinic (Kimana),Kimana Ward,Loitokitok Sub County,Kajiado County,14281,5405,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
Great Comm Medical Clinic,Dundori Ward,Nakuru North  Sub County,Nakuru County,14537,9548,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
St Mary's Mother & Child Medical Services,Township Ward,Kiambu Town Sub County,Kiambu County,18603,13435,2018Q2,"FPRH, Malaria, MCH, Training",Population Services International,291010
