facility_name,mfl_code,orgunitid,support_period,programs,mechanism_name,attribution_id
Mbaleway Side Clinic,16013,4227,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Namayiana Clinic,15295,6235,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Afya Healthcare,,5161,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
St Jude's Clinic,14113,9875,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Lucimed Clinic,10665,2791,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Watamu Hospital,11897,7222,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Stops Medical Clinic Kenya Ltd,17700,12845,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Neema Medical Clinic,15329,5102,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Seed of Hope Medical Clinic,15536,5141,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Daima Med Clinic,,10371,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Liberty Maternity and Nursing Home,12427,9566,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Kwa Ng'ang'a Medicare,10651,7947,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Roret Medical Clinic,15499,4553,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Gibea Medical Clinic,20259,9523,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Neema Nursing Home,12641,6560,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Santa Maria  Medical Clinic (Kwale),,7439,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Masaba Hospital Kisumu,18414,6368,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Kabarnet Faith Clinic,17492,13218,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Chrizah Medical Clinic,22355,293230,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Kiima Kiu Health Care Services Dispensary,17443,10435,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Nyahururu Private Hospital,10891,9923,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Provide International Clinic (Kayole),13151,17511,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Voi Medical Centre,17704,9376,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Heri Medical Clinic Bombolulu,,9501,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Beberion Clinic,15807,17289,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Nyandiwa Baptist Dispensary,16877,15155,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Appex Health Care Services,21136,8261,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Gawa Medical Clinic,10240,7398,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Mufutu Medical Clinic,18444,2504,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
St. Lukes Busiada Dispensary,21064,5861,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Matongo Health Centre,13791,9708,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Marimanti Med Clinic,17658,11307,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Riziki Medical Clinic,,14399,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Obeys Medical Clinic,10908,5435,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Dwa Health Centre,11991,3671,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Kavisuni Health Care Clinic,12260,6308,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
St Agnes Health Care Clinic,,13665,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Alpha Family Health Care,10022,5163,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Robins Health Care Clinics,18936,12947,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
THE AVENUE MEDICAL AND DIAGNOSTIC CENTRE,22201,292555,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Kasarani Claycity Medical Centre (Kasarani),17948,15119,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Zam Zam Medical Services,15787,5377,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Sosiot Medical Centre,20846,12287,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Jehovah Rapha Clinic,18825,10581,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Oyani (SDA) Dispensary,14008,7641,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
St Consolata Clinic,14105,6888,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Sagam hospital,20057,2899,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Kemera Dispensary,13666,9441,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Nyamira Adventist Dispensary,13911,13340,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Taveta Meditech Centre,11841,9146,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Florex Medical Linic,,9256,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Ingavira Medical Clinic(CMC),15898,17486,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Apostles Dispensary,15803,16821,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Mulimani Medical Clinic,18451,16969,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Tonymed Medical Clinic,16682,3872,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Tumaini Maternity and Nursing Home,17917,8456,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Equator Nursing and Maternity Home,15880,10095,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Immanuel Medical Clinic,10351,3388,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Glaisa Medical Clinic,17972,9944,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Mundoro Medical Clinic Dandora,13102,12868,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Bosongo Hospital,13515,8376,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Jawabu (Community) Medical Clinic,13633,15069,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
St Richards Medical Clinic,18843,11749,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Korry Family Hospital,21202,5680,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
St Hillarias Medical Clinic,11816,5914,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Topcare Nursing Home,18189,5378,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Gil Med Clinic,,4379,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Bodaki Medical Clinic,18805,15003,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Nala Maternity and Nursing Home,16062,5186,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Nkubu Medical Clinic,12667,3501,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Wire Dispensary,14174,16494,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Congo medical services,,4209,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Njabini Maternity and Nursing Home,10877,12408,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Lukanji Dispensary,22757,292567,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Enoosaen Zh Clinic,14466,10207,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Top care Subukia Medical center,21143,13955,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Nuru Health Care Centre,11719,5956,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Mai Mahiu Maternity and Hospital,19124,9242,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Meditrust Health Care Services,18040,9370,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Rama Medical Clinic,21272,14545,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
St Annes Health Clinic,17142,5498,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Unison Medical Clinic,17032,2164,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Scion Healthcare Ltd,19449,6626,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
St.Lawrence Hospital,21162,4833,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
AIC Litein Mission Hospital,14178,11680,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Baraka Afya Clinic,11943,11764,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Kamfas Clinic,10449,3211,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Kituneni Medical Clinic,12371,12561,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Latulla Medical Centre,11516,9848,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
The Great Lakes Medical Centre Luanda,20295,11990,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Waka Maternity Home,11156,5781,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Leo Surgery,18538,4087,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Watamu Maternity and Nursing Home,11896,11342,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Timau Intergrated Clinic,16634,2837,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Oasis Medical Centre,18436,5718,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
St Jones &Ring Road Health Clinic,16882,6911,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Nyamira Maternity and Nursing Home,13913,9751,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Johpas Clinic,13636,8449,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Virhembe Dispensary,20175,1906,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Mariakani Community Health Care Services,16188,1539,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Kwa Lydia Medical Clinic,17572,9693,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Prime Healthservices Dispensary,13147,7265,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Cedar Medical Clinic (Kimana),14281,5405,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Reliable Medical Health Services,21107,14248,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Kapsirichoi Dispensary,17631,12094,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Susamed Medical Clinic,17686,17109,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Siloam Hospital,15571,9345,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Riokindo Health Centre,14052,7782,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Niceview Medical Clinic,,10589,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Emmanuel community clinic,,12906,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Bujumba Dispensary,15816,5720,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Jamii Medical Clinic (Kajiado),14591,3654,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Kenlands Health Services,20282,3552,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Deteni Medical Clinic,17537,13031,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Geca Medical Clinic,11386,3203,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Amani Medical Clinic (Kilifi),11217,8144,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Makutano Medical Clinic/Lab,16594,3047,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Nakuru Nursing Home,15287,15701,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Judy Medical Clinic,11442,9609,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Nightingale Medical Centre,13856,9844,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Doctors Worldwide Tembo Medical Centre,21174,1293,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Hope Medical Clinic (Kirinyaga),10325,3233,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Wanainchi Jamii Materinty and Nursing Home,15770,3806,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Emmanuel Medical Clinic (Bungoma East),16707,4539,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Githurai Medical dispensary,12956,14527,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Faith Medical Clinic,18840,5946,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Wangu Medical Clinic,13252,7520,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Hema Medical Clinic,17674,4252,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
K-Met Corkran Medical Clinic,17554,2863,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
khamulati medical centre,20822,4919,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Mkunga Clinic,13094,4223,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
St Jairus Hospital,21766,14033,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Rheno Medicare Clinic,18547,11083,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Kima Mission Hospital,15946,10067,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Sunrise Medical Clinic,12778,10174,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Khasoko Health Centre,15935,10675,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Nacoharg Medical Centre,15272,8048,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Matuu Cottage Clinic,12487,14586,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Samaria Maternity Home,10996,5544,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Neema Medical,10843,7881,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Masinde Muliro University of Science and Technology Clinic,16764,13274,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Jordan Medical Clinic,11439,6226,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Corban Health care,19439,3052,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Matangwe Community Health Centre,13787,15249,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Mwingi Nursing Home,12627,7632,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Mercy Medical Clinic,18135,2797,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Inuka Nursing Home,20097,10055,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Beta Care Nursing Home,10058,12594,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Geva Medical Clinic,18969,9791,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Siloam Medical Clinic,17825,22962,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Mercy Medical (Kianugu) Clinic,10563,8271,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Nyagowa Elck Dispensary,13873,16367,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
New Mbita Clinic,17691,14983,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Machwele Dispensary,15984,1997,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
