facility_name,mfl_code,support_period,programs,mechanism_name,attribution_id
Nzoia Medical Centre,18111,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Seed of Hope Medical Clinic,15536,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Nyahururu Private Hospital,10891,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Turning Point Medical Centre,21057,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Voi Medical Centre,17704,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Ram Hospital,14028,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Kitui Quality Care,12367,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Khalaba Medical Services,17881,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Makande Healthcare Services,17346,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Gawa Medical Clinic,10240,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Beberion Clinic,15807,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Wire Dispensary,14174,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Matongo Health Centre,13791,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Appex Health Care Services,21136,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Mama Vero Clinic,12464,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Kama Medical Clinic,17660,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Jamii Medical Clinic (Kajiado),14591,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Alpha Family Health Care,10022,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Kapsirichoi Dispensary,17631,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Ebenezer Medical Clinic (Malindi),11362,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Isiolo Central Medical Clinic,19293,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Zam Zam Medical Services,15787,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Kendu Adventist Hospital,13667,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Emmanuel Medical Clinic (Bungoma East),16707,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
St Mathews Maternity and Lab Services,15657,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
khamulati medical centre,20822,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Mt Zion Mission Medical Clinic,17568,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Nuru Health Care Centre,11719,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Hope Compassionate (ACK) Dispensary,16983,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
New Kihoya Clinic,10849,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Kamasengere Dispensary,13650,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Mufutu Medical Clinic,18444,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Kasarani Claycity Medical Centre (Kasarani),17948,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Suna Nursing and Maternity Home,14134,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Royal Clinic,17732,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Oasis Medical Centre,18436,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Mariakani Community Health Care Services,16188,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Acode Medical Clinic Maungu,11195,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
St Lucy Medical Clinic,17370,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Akemo Medical Clinic,17770,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Neema Medical Clinic,17330,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Police Line Dispensary,19869,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Kariumba Medical Clinic,10501,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
St Hillarias Medical Clinic,11816,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Deteni Medical Clinic,17537,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Kathathani Medical Clinic,19992,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Mosoriot Clinic,19250,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Ukunda Medical Clinic,16552,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Umoja Medical Clinic (Eldoret West),15760,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
St Consolata Clinic,14105,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Lugulu Friends Mission Hospital,15965,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Seaside Nursing Home,17630,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Firmview Medical Clinic,13554,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Amani Medical Clinic (Kilifi),11217,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Top care Subukia Medical center,21143,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Jamii Health Services Medical Clinic,15907,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
MediPoint Dispensary,13085,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Murudef Clinic,16048,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Ashburn Ohuru Dispensary,17524,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Mwangaza Medical Clinic,16356,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Meswo Medical Clinic,17251,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Uwezo Healthcare HC,22010,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Immanuel Medical Clinic,10351,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Bungoma West Medical Services,20323,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Mtwapa Nursing Home,11673,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Tanaka Nursing Home,16149,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
ADOMA MEDICAL CLINIC,20479,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
New Wananchi Maternity and  Nursing Home,11891,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Leo Surgery,18538,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Jawabu (Community) Medical Clinic,13633,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Bamburi Medicare,11240,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Johpas Clinic,13636,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
St Jude's Clinic,14113,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
St Valeria Medical Clinic,11828,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Susamed Medical Clinic,17686,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
St Jones &Ring Road Health Clinic,16882,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Chamalo Medical Clinic,11845,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Gibea Medical Clinic,20259,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Junction Medical Clinic,16450,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Swindon Clinic,14138,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
PCEA Kasasule Dispensary,12205,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Wangu Medical Clinic,13252,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Wanainchi Jamii Materinty and Nursing Home,15770,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Melkasons Clinic,18290,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Samaria Maternity Home,10996,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Corban Health care,19439,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Nyandwela Medical Clinic,20339,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Mercy Medical (Kianugu) Clinic,10563,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Machwele Dispensary,15984,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Mama Anns Odede Community Health Centre,18912,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Skans Health Care Centre,11775,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Karma Dispensary,13008,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Aqua Medical Clinic,17572,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Afya Clinic,11201,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Kiambogo Medical Clinic (Wanjohi),17564,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Mundoro Medical Clinic Dandora,13102,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Siakago Clinic,12733,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Mavoko Medical Clinic,12494,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Sosiot Medical Centre,20846,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Delta Medical Clinic Dandora,12915,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Canaan Clinic (Matete),15841,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Roret Medical Clinic,15499,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Stops Medical Clinic Kenya Ltd,17700,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Jaggery Medical Clinic,16709,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
New Mbita Clinic,17691,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Nyanchwa Dispensary,13918,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Consolata Clinic,14396,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Kenyatta University Health Unit,18889,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Ebenezer reproductive health clinic,20547,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Boore Clinic,10074,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Nairobi Homes Clinic,17619,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Mwachande Medical Clinic,16548,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Genessaret Clinic,12949,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Ogembo Medical Clinic,16257,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Bosongo Hospital,13515,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Okitta Maternity Nursing Home,13973,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Amani Medical Clinic Magumu,17559,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Latulla Medical Centre,11516,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Diana Medical Clinic,10108,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Ros Megg Clinic,12715,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Glaisa Medical Clinic,17972,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Victoria Medical Clinic,18108,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Afya Medical Clinic (Muranga North),10010,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Unison Medical Clinic,17032,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Eldamaravine Nursing Home,19322,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
St Richards Medical Clinic,18843,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Kaune's Medical Clinic,12720,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
St James Medical Clinic,16685,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Oloibon Medical Centre,18257,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Happy Magwagwa Clinic,13599,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Upendo Health Care Clinic,11870,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
St Patrick Health Care Centre,13222,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Watamu Hospital,11897,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
St. Francis of Assisi,21209,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Mwendwa Clinic,12624,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Tumaini Brigadier Medical Clinic,21403,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Mulimani Medical Clinic,18451,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Bama Hospital,13493,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Ndonyo Nursing Home (Kwa Muya Clinic),19336,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Rosewood Nursing Home,18068,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Mama Plister Blair Health Centre,17121,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Rama Medical Clinic,21272,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Goldenlife Medical Centre Naivasha,20131,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Namayiana Clinic,15295,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Nazareth Medical Clinic (Wareng),16341,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Imani Medical Centre Gachie,21984,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
St. Lukes Busiada Dispensary,21064,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
St Mary's Mother & Child Medical Services,18603,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Malaika Health Clinic,19622,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Muhabini Medical Clinic,16026,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Enoosaen Zh Clinic,14466,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Waka Maternity Home,11156,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Ichuga Medical Clinic,18023,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Kadvan Medical Clinic,17848,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Ichomba Clinic,12067,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Reliable Medical Health Services,21107,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Virhembe Dispensary,20175,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Rheno Medicare Clinic,18547,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
Watamu Maternity and Nursing Home,11896,2017Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
