no,facility,ward,subcounty,county,mfl_code,orgunitid,support_period,programs,mechanism_name,attribution_id
1920,Kathathani Medical Clinic,Mugwe Ward,Chuka Sub County,Tharaka Nithi County,19992,11785,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1921,Nkubu Medical Clinic,Nkuene Ward,Imenti South Sub County,Meru County,12667,3501,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1922,Poneni Clinic,Timbwani Ward,Likoni  Sub County,Mombasa County,21886,293271,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1923,Jumupamozzi    Medical  Centre,Nkuene Ward,Imenti South Sub County,Meru County,21678,14224,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1924,St. Francis of Assisi,South kasipul Ward,Kasipul Sub County,Homa Bay County,21209,3861,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1925,Ichomba Clinic,Abogeta west Ward,Imenti South Sub County,Meru County,12067,9808,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1926,Sipili Maternity and Nursing Home,Ol-Moran Ward,Laikipia West Sub County,Laikipia County,17148,12752,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1927,Roadway medical clinic,Kapsaos Ward,Turbo Sub County,Uasin Gishu County,20238,293228,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1928,AIC Litein Mission Hospital,Litein Ward,Bureti Sub County,Kericho County,14178,11680,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1929,Great Comm Medical Clinic,Dundori Ward,Nakuru North  Sub County,Nakuru County,14537,9548,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1930,Future Life Dispensary,South east alego Ward,Alego Usonga Sub County,Siaya County,17522,12454,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1931,Gakira Medical Clinic,Muguru Ward,Kangema Sub County,Muranga County,10201,11627,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1932,Makutano Medical Clinic/Lab,Municipality Ward,Imenti North Sub County,Meru County,16594,3047,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1933,Geca Medical Clinic,Bofu Ward,Likoni  Sub County,Mombasa County,11386,3203,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1934,Doctors Worldwide Tembo Medical Centre,Muhuru Ward,Nyatike Sub County,Migori County,21174,1293,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1935,Young Generation Centre Dispensary (Med 25),Kasgunga Ward,Mbita Sub County,Homa Bay County,17690,3902,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1936,St Raphael Arch Medical,TAPSAGOI WARD,Turbo Sub County,Uasin Gishu County,17488,10794,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1937,Imani Medical Centre Gachie,Kihara Ward,Kiambaa Sub County,Kiambu County,21984,292584,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1938,Apostles Dispensary,Marama Central Ward,Butere Sub County,Kakamega County,15803,16821,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1939,Inuka Nursing Home,Ugunja Ward,Ugunja Sub County,Siaya County,20097,10055,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1940,Imani Medical Clinic (Kiambu West),Limuru Central Ward,Limuru Sub County,Kiambu County,10345,7343,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1941,Riokindo Health Centre,Bokimonge Ward,Bomachoge Borabu Sub County,Kisii County,14052,7782,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1942,Padens Medicare Centre,Kangemi Ward,Westlands  Sub County,Nairobi County,13137,7108,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1943,Kadvan Medical Clinic,Marama west Ward,Butere Sub County,Kakamega County,17848,17093,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1944,Mt Zion Mission Medical Clinic,Motosiet Ward,Cherangany Sub County,Trans-Nzoia County,17568,4913,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1945,Border View Medical Clinic,Isibania Ward,Kuria West Sub County,Migori County,21423,14285,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1946,St Lucy Medical Clinic,Muguga Ward,Kabete Sub County,Kiambu County,17370,4222,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1947,Virhembe Dispensary,Isukha central Ward,Shinyalu Sub County,Kakamega County,20175,1906,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1948,Kariumba Medical Clinic,Kamakwa/mukaro Ward,Nyeri Central Sub County,Nyeri County,10501,4890,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1949,St Mary's Mission International,Ngenda Ward,Gatundu South Sub County,Kiambu County,20657,2205,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1950,St Agnes Health Care Clinic,Bobasi chache Ward,Bobasi Sub County,Kisii County,20668,13665,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1951,Oyani (SDA) Dispensary,West Kanyamkago Ward,Uriri Sub County,Migori County,14008,7641,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1952,Equator Clinic,Burumba Ward,Matayos Sub County,Busia County,20443,1334,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1953,Ahadi Health and Maternity Services,Nyanduma Ward,Lari Sub County,Kiambu County,10018,7580,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1954,Nuru Health Care Centre,Shimo la tewa Ward,Kilifi South Sub County,Kilifi County,11719,5956,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1955,Kenlands Health Services,Shaabab Ward,Nakuru West  Sub County,Nakuru County,20282,3552,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1956,Sagam hospital,Narok town Ward,Narok North Sub County,Narok County,20057,2899,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1957,Reliable Medical Health Services,Umoja I Ward,Embakasi West Sub County,Nairobi County,21107,14248,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1958,Aro (SDA) Dispensary,North Sakwa Ward,Bondo Sub County,Siaya County,13485,15071,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1959,Judy Medical Clinic,Miritini Ward,Jomvu  Sub County,Mombasa County,11442,9609,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1960,Waka Maternity Home,RURING'U / Karia Ward,Nyeri Central Sub County,Nyeri County,11156,5781,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1961,Consolata Clinic,Mau narok Ward,Njoro  Sub County,Nakuru County,14396,5419,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1962,Presbyterian Ttc Rubate Health Centre,Magumoni Ward,Chuka Sub County,Tharaka Nithi County,16233,11553,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1963,Baraka Medical Clinic (Trans Nzoia East),Motosiet Ward,Cherangany Sub County,Trans-Nzoia County,16693,4691,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1964,Musco Clinic,Musikoma Ward,Kanduyi Sub County,Bungoma County,17501,2226,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1965,Emmanuel Medical Clinic,Mukurwe-ini central Ward,Mukurweini Sub County,Nyeri County,22183,1249,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1966,Seth Medical Clinic,Limuru Central Ward,Limuru Sub County,Kiambu County,17267,2194,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1967,Chimoi Medical Centre,Lwandeti Ward,Lugari Sub County,Kakamega County,22096,9763,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1968,Saint Gabriel Hospital And Wellness Centre,Litein Ward,Bureti Sub County,Kericho County,22153,2062072,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1969,Kiambogo Medical Clinic (Wanjohi),Wanjohi Ward,Kipipiri Sub County,Nyandarua County,17564,8542,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1970,Dandora Medical Centre,Dandora area iv Ward,Embakasi North Sub County,Nairobi County,18220,14128,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1971,Mbaleway Side Clinic,Lugaga-wamuluma Ward,Vihiga Sub County,Vihiga County,16013,4227,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1972,Jordan Medical Clinic,Mtopanga Ward,Kisauni  Sub County,Mombasa County,11439,6226,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1973,Nacoharg Medical Centre,Hells Gate Ward,Naivasha  Sub-County,Nakuru County,15272,8048,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1974,Latulla Medical Centre,Mikindani Ward,Jomvu  Sub County,Mombasa County,11516,9848,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1975,Jones &Ring Road Health Clinic,Nyalenda b Ward,Kisumu Central Sub County,Kisumu County,16882,6911,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1976,Diana Medical Clinic,Rware Ward,Nyeri Central Sub County,Nyeri County,10108,9716,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1977,Ng'Iya Health Centre,South east alego Ward,Alego Usonga Sub County,Siaya County,13852,9352,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1978,Unison Medical Clinic,Rumuruti Township Ward,Laikipia West Sub County,Laikipia County,17032,2164,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1979,Nyandiwa Baptist Dispensary,Kabondo east Ward,Kabondo Kasipul Sub County,Homa Bay County,16877,15155,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1980,THE AVENUE MEDICAL AND DIAGNOSTIC CENTRE,Mukurwe-ini central Ward,Mukurweini Sub County,Nyeri County,22201,292555,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1981,Watamu Hospital,Dabaso Ward,Kilifi North Sub County,Kilifi County,11897,7222,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1982,Khems Medical Clinic,Viwandani Ward,Naivasha  Sub-County,Nakuru County,15484,15559,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1983,Liberty Maternity and Nursing Home,Kirimari Ward,Manyatta  Sub County,Embu County,12427,9566,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1984,Kwa Ng'ang'a Medicare,Kamahuha Ward,Muranga South Sub County,Muranga County,10651,7947,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1985,Corban Health care,Umoja I Ward,Embakasi West Sub County,Nairobi County,19439,3052,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1986,Kiima Kiu Health Care Services Dispensary,Kiima Kiu/Kalanzoni Ward,Kilome Sub County,Makueni County,17443,10435,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1987,Jacky Medical Clinic,Mukothima Ward,Tharaka North Sub County,Tharaka Nithi County,18333,13304,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1988,ST. Jude Thaddeus,Kinyoro Ward,Saboti  Sub County,Trans-Nzoia County,19672,1289,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1989,Matuu Cottage Clinic,Matuu Ward,Yatta Sub County,Machakos County,12487,14586,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1990,Dawida Maternity Nursing Home,Wundanyi/mbale Ward,Wundanyi Sub County,Taita Taveta County,11299,10375,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1991,Mwangaza Medical Clinic,Huruma Ward,Turbo Sub County,Uasin Gishu County,16356,3644,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1992,Masaba Hospital Kisumu,North west kisumu Ward,Kisumu West Sub County,Kisumu County,18414,6368,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1993,Tumaini Brigadier Medical Clinic,Soysambu/ Mitua Ward,Tongaren Sub County,Bungoma County,21403,12747,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1994,Neema Medical Clinic,Bidii Ward,Kwanza  Sub County,Trans-Nzoia County,15329,5102,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1995,Stops Medical Clinic Kenya Ltd,Kondele Ward,Kisumu Central Sub County,Kisumu County,17700,12845,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1996,Annointed Med,Lusheya/lubinu Ward,Mumias East Sub County,Kakamega County,18816,4657,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1997,Nyahururu Private Hospital,Igwamiti Ward,Laikipia West Sub County,Laikipia County,10891,9923,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1998,Nyaramba Junction Medical Centre,Kiabonyoru Ward,Borabu Sub County,Nyamira County,22448,2061055,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
1999,Niceview Medical Clinic,Ramisi Ward,Msambweni Sub County,Kwale County,20746,10589,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
2000,Huduma Bora,Kabare Ward,Kirinyaga East Sub County,Kirinyaga County,19817,2085633,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
2001,Voi Medical Centre,Mbololo Ward,Voi Sub County,Taita Taveta County,17704,9376,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
2002,Beta Care Nursing Home,Githunguri Ward,Githunguri Sub County,Kiambu County,10058,12594,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
2003,St Mary's Medical Clinic,Sarang'ombe Ward,Kibra  Sub County,Nairobi County,13216,6857,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
2004,Happy Magwagwa Clinic,Magwagwa Ward,Nyamira North Sub County,Nyamira County,13599,9432,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
2005,Topcare Nursing Home,Oloosirkon/sholinke Ward,Kajiado East Sub County,Kajiado County,18189,5378,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
2006,Chwele Friends Dispensary,Namwela Ward,Sirisia Sub County,Bungoma County,15861,1872,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
2007,Gawa Medical Clinic,Kamenu Ward,Thika Town Sub County,Kiambu County,10240,7398,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
2008,Mulimani Medical Clinic,Chekalini Ward,Lugari Sub County,Kakamega County,18451,16969,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
2009,Matongo Health Centre,Bokeira Ward,Nyamira North Sub County,Nyamira County,13791,9708,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
2010,PCEA Kasasule Dispensary,Thange Ward,Kibwezi East  Sub County,Makueni County,12205,6100,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
2011,Lucimed Clinic,Igwamiti Ward,Laikipia West Sub County,Laikipia County,10665,2791,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
2012,Tanaka Nursing Home,Burumba Ward,Matayos Sub County,Busia County,16149,5476,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
2013,Rosewood Nursing Home,Central Kamagambo Ward,Rongo Sub County,Migori County,18068,14386,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
2014,Matangwe Community Health Centre,North Sakwa Ward,Bondo Sub County,Siaya County,13787,15249,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
2015,Tuwani Highway Medical Clinic,Tuwani Ward,Saboti  Sub County,Trans-Nzoia County,21748,2085912,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
2016,Nzoia Medical Centre,Bukembe east Ward,Kanduyi Sub County,Bungoma County,18111,5263,2018Q3,"FPRH, Malaria, MCH, Training",Population Services International,291010
